,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title
2730,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan the Ape Man (1932),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1932,Tarzan the Ape Man
2731,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan the Fearless (1933),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1933,Tarzan the Fearless
2732,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",* Tarzan and His Mate (1934),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1934,* Tarzan and His Mate
2733,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",The New Adventures of Tarzan (1935),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1935,The New Adventures of Tarzan
2734,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** Tarzan Escapes (1936),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1936,** Tarzan Escapes
2735,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan and the Green Goddess (1938),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1938,Tarzan and the Green Goddess
2736,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan’s Revenge (1938),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1938,Tarzan’s Revenge
2737,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** * Tarzan Finds a Son! (1939),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1939,** * Tarzan Finds a Son!
2738,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** Tarzan's Secret Treasure (1941),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1941,** ** Tarzan's Secret Treasure
2739,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** * Tarzan's New York Adventure (1942),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1942,** ** * Tarzan's New York Adventure
2740,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** Tarzan Triumphs (1943),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1943,** ** ** Tarzan Triumphs
2741,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** * Tarzan's Desert Mystery (1943),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1943,** ** ** * Tarzan's Desert Mystery
2742,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** ** Tarzan and the Amazons (1945),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1945,** ** ** ** Tarzan and the Amazons
2743,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** ** * Tarzan and the Leopard Woman (1946),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1946,** ** ** ** * Tarzan and the Leopard Woman
2744,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** ** ** Tarzan and the Huntress (1947),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1947,** ** ** ** ** Tarzan and the Huntress
2745,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** ** ** ** * Tarzan and the Mermaids (1948),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1948,** ** ** ** ** * Tarzan and the Mermaids
2746,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan's Magic Fountain (1949),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1949,Tarzan's Magic Fountain
2747,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",* Tarzan and the Slave Girl (1950),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1950,* Tarzan and the Slave Girl
2748,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** Tarzan's Peril (1951),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1951,** Tarzan's Peril
2749,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** * Tarzan's Savage Fury (1952),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1952,** * Tarzan's Savage Fury
2750,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",** ** Tarzan and the She-Devil (1953),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1953,** ** Tarzan and the She-Devil
2751,"Tarzan (1912–1965, 1995) (series), Edgar Rice Burroughs
Tarzan of the Apes (1912)
* The Return of Tarzan (1913)
** The Beasts of Tarzan (1914)
*** The Son of Tarzan (1915)
**** Tarzan and the Jewels of Opar (1916)
***** Jungle Tales of Tarzan (1919)
****** Tarzan the Untamed (1920)
******* Tarzan the Terrible (1921)
******** Tarzan and the Golden Lion (1922/23)
********* Tarzan and the Ant Men (1924)
********** Tarzan, Lord of the Jungle (1927/28)
*********** Tarzan and the Lost Empire (1928/29)
************ Tarzan at the Earth's Core (1929/30)
************* Tarzan the Invincible (1930/31)
************** Tarzan Triumphant (1931/32)
*************** Tarzan and the City of Gold (1932)
**************** Tarzan and the Lion Man (1933/34)
***************** Tarzan and the Leopard Men (1932/33)
****************** Tarzan's Quest (1935/36)
******************* Tarzan and the Forbidden City (1938)
******************** Tarzan the Magnificent (1939)
********************* Tarzan and the Foreign Legion (1947)
********************** Tarzan and the Madman (1964)
*********************** Tarzan and the Castaways (1965)
************************ Tarzan: The Lost Adventure (1995, with Joe R. Lansdale)",Tarzan's Hidden Jungle (1955),1912,Tarzan,"Edgar Rice Burroughs
Tarzan of the Apes (",40425,1955,Tarzan's Hidden Jungle
